"","inchikey","COMPOUND_ID","ID","SPECIES_TEXT","SPECIES_ACCESSION","COMPONENT_TEXT","COMPONENT_ACCESSION","STRAIN_TEXT","STRAIN_ACCESSION","SOURCE_TYPE","SOURCE_ACCESSION","COMMENTS","V12","STATUS","CHEBI_ACCESSION","SOURCE","PARENT_ID","NAME","DEFINITION","MODIFIED_ON","CREATED_BY","STAR","kingdom","superclass","class","subclass","direct_parent","molecular_framework","predicted_lipimaps_terms"
"13232","UBFNRKJKPNNCHD-JMTTVTNBSA-N",65368,17,"Amomum aculeatum","NCBI:txid1076729","leaf","BTO:0000713","null","null","PubMed Id","18260638","null","","C","CHEBI:65368","MolConn","null","aculeatol E","An oxaspiro compound that is 1,7-dioxadispiro[5.1.5.2]pentadec-9-en-11-one substituted by hydroxy groups at positions 4 and 13 and a tridecyl group at position 2 (the (2R,4R,6S,8R,13S stereoisomer). It is isolated from the leaves of Amomum aculeatum and exhibits toxicity against some cancer cell lines like human lung carcinoma, hormone-dependent lung carcinoma and human breast carcinoma.","2013-02-26","LOADER",3,"","","","","","",""
"13233","UBFTZAGDGOMJQE-SACPXRHSSA-N",81267,9545,"Carthamus tinctorius","NCBI:txid4222","flower","BTO:0000469","null","null","PubMed Id","22723874","null","","C","CHEBI:81267","KEGG COMPOUND","null","neocarthamin","A flavanone glycoside that is  carthamidin attached to a beta-D-glucopyranosyl residue at position 5 via a glycosidic linkage.","2018-04-05","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides","Aromatic heteropolycyclic compounds","Flavanones (PK1214), Flavans, Flavanols and Leucoanthocyanidins (PK1202), Benzopyranoids (PK1311)"
"13234","UBIJOILSMSXSSU-UWKRNJIGSA-N",89150,12958,"Homo sapiens","NCBI:txid9606","blood","UBERON:0000178","null","null","PubMed Id","20671299","null","","E","CHEBI:89150","HMDB","null","PI(20:2(11Z,14Z)/16:0)","null","null","LOADER",2,"","","","","","",""
"13235","UBJVUCKUDDKUJF-UHFFFAOYSA-N",4489,11296,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","24023812","null","","E","CHEBI:4489","KEGG COMPOUND","null","Diallyl sulfide","null","2015-10-23","CHEBI",2,"Organic compounds","Organosulfur compounds","Allyl sulfur compounds","","Allyl sulfur compounds","Aliphatic acyclic compounds",""
"13236","UBMDAKWARMURDL-FNORWQNLSA-N",75544,9687,"Arabidopsis thaliana","NCBI:txid3702","leaf","BTO:0000713","null","null","PubMed Id","19521717","null","","C","CHEBI:75544","ChEBI","null","feruloylagmatine","A member of the class of cinnamamides obtained by formal condensation of the carboxy group of ferulic acid with the amino group of agmatine.","2015-06-18","mwilliams",3,"","","","","","",""
"13237","UBMDAKWARMURDL-FNORWQNLSA-N",75544,9686,"Triticum aestivum","NCBI:txid4565","null","null","null","null","PubMed Id","10993146","null","","C","CHEBI:75544","ChEBI","null","feruloylagmatine","A member of the class of cinnamamides obtained by formal condensation of the carboxy group of ferulic acid with the amino group of agmatine.","2015-06-18","mwilliams",3,"","","","","","",""
"13238","UBMDAKWARMURDL-FNORWQNLSA-N",75544,9685,"Hordeum vulgare","NCBI:txid4513","null","null","null","null","PubMed Id","18270436","null","","C","CHEBI:75544","ChEBI","null","feruloylagmatine","A member of the class of cinnamamides obtained by formal condensation of the carboxy group of ferulic acid with the amino group of agmatine.","2015-06-18","mwilliams",3,"","","","","","",""
"13239","UBMDAKWARMURDL-FNORWQNLSA-N",75544,9688,"Corydalis saxicola","NCBI:txid282776","leaf","BTO:0000713","null","null","PubMed Id","18649321","null","","C","CHEBI:75544","ChEBI","null","feruloylagmatine","A member of the class of cinnamamides obtained by formal condensation of the carboxy group of ferulic acid with the amino group of agmatine.","2015-06-18","mwilliams",3,"","","","","","",""
"13240","UBOOMSUOPIZYEU-VZUCSPMQSA-N",68130,3331,"Scorzonera judaica","NCBI:txid895824-1","tuberous root","BTO:0001309","null","null","PubMed Id","21650157","Dried powdered roots","","C","CHEBI:68130","MolConn","null","(E)-3-(3,4-dihydroxybenzylidene)-5-(3,4-dihydroxyphenyl)dihydrofuran-2-one","A butan-4-olide that is dihydrofuran-2(3H)-one substituted by a 3,4-dihydroxybenzylidene group at position 3 and a 3,4-dihydroxyphenyl group at position 5. It has been isolated from the roots of Scorzonera judaica.","2014-01-09","LOADER",3,"","","","","","",""
"13241","UBORTCNDUKBEOP-UUOKFMHZSA-N",18107,18689,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:18107","ChEBI","null","xanthosine","A purine nucleoside in which xanthine is attached to ribofuranose via a beta-N(9)-glycosidic bond.","2018-09-25","CHEBI",3,"Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","Purine nucleosides","Aromatic heteropolycyclic compounds",""
"13242","UBORTCNDUKBEOP-UUOKFMHZSA-N",18107,7013,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:18107","ChEBI","null","xanthosine","A purine nucleoside in which xanthine is attached to ribofuranose via a beta-N(9)-glycosidic bond.","2018-09-25","CHEBI",3,"Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","Purine nucleosides","Aromatic heteropolycyclic compounds",""
"13243","UBORTCNDUKBEOP-UUOKFMHZSA-N",18107,17342,"Escherichia coli","NCBI:txid562","null","null","null","null","PubMed Id","21988831","null","","C","CHEBI:18107","ChEBI","null","xanthosine","A purine nucleoside in which xanthine is attached to ribofuranose via a beta-N(9)-glycosidic bond.","2018-09-25","CHEBI",3,"Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","","Purine nucleosides","Aromatic heteropolycyclic compounds",""
"13244","UBPSZAPZJVBEAU-CHIYLFTISA-N",68313,3565,"Crinum asiaticum var. sinicum","NCBI:txid223245","leaf","BTO:0000713","null","null","PubMed Id","21314165","95% ethanolic extract of dried, powdered leaves","","E","CHEBI:68313","MolConn","null","crinamabine Trifluoroacetic acid","null","null","LOADER",2,"Organic compounds","Organoheterocyclic compounds","Quinolines and derivatives","Benzoquinolines","Phenanthridines and derivatives","",""
"13245","UBPVOHPZRZIJHM-WOUKDFQISA-N",37666,18562,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:37666","ChEBI","null","5'-acetylphosphoadenosine","null","2016-01-27","ops$mennis",3,"Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","5'-acylphosphoadenosines","Aromatic heteropolycyclic compounds",""
"13246","UBPVOHPZRZIJHM-WOUKDFQISA-N",37666,7212,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:37666","ChEBI","null","5'-acetylphosphoadenosine","null","2016-01-27","ops$mennis",3,"Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","5'-acylphosphoadenosines","Aromatic heteropolycyclic compounds",""
"13247","UBQKCCHYAOITMY-UHFFFAOYSA-N",16540,8966,"Arabidopsis thaliana","NCBI:txid3702","null","null","null","null","PubMed Id","10952545","null","","C","CHEBI:16540","ChEBI","null","pyridin-2-ol","A monohydroxypyridine that is pyridine substituted by a hydroxy group at position 2.","2017-11-13","CHEBI",3,"Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Hydropyridines","Pyridinones","Aromatic heteromonocyclic compounds",""
"13248","UBQMQNATXUCNPX-RCRVUDQWSA-N",70470,6112,"Citrus hystrix","NCBI:txid170989","exocarp","BTO:0000733","null","null","PubMed Id","20964319","The CH2Cl2 extract of dried and ground fruit peels","","E","CHEBI:70470","MolConn","null","citrusoside B","null","2014-09-22","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Saccharolipids","","Saccharolipids","Aromatic heteropolycyclic compounds","Benzofuranoids (PK1310), Fatty esters (FA07), Dicarboxylic acids (FA0117), Saccharolipids (SL), Benzopyranoids (PK1311), Fatty Acyls (FA)"
"13249","UBQQOJDZHPQINO-BQJUDKOJSA-N",70562,6233,"Fraxinus sieboldiana","NCBI:txid490850","stem","BTO:0001300","null","null","PubMed Id","20961093","Previous component: stem bark; EtOAc soluble fraction of 95% ethanolic extract of air-dried stem bark","","C","CHEBI:70562","MolConn","null","(-)-(4S,5S,10R,20R)-12,18-dihydroxyabieta-8,11,13-trien-20-aldehyde18,20-methyl acetal","An abietane diterpenoid isolated from the stem bark of  Fraxinus sieboldiana.","2015-04-14","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids","Aromatic heteropolycyclic compounds","C20 isoprenoids (diterpenes) (PR0104), Prenol Lipids (PR)"
"13250","UBQQOJDZHPQINO-BURNTYAHSA-N",70563,6234,"Fraxinus sieboldiana","NCBI:txid490850","stem","BTO:0001300","null","null","PubMed Id","20961093","Previous component: stem bark; EtOAc soluble fraction of 95% ethanolic extract of air-dried stem bark","","C","CHEBI:70563","MolConn","null","(-)-(4S,5S,10R,20S)-12,18-dihydroxyabieta-8,11,13-trien-20-aldehyde 18,20-methyl acetal","An abietane diterpenoid isolated from the stem bark of Fraxinus sieboldiana.","2015-04-14","LOADER",3,"","","","","","",""
"13251","UBTDFTXXEMBGHF-QIXAIMDBSA-N",89826,15350,"Homo sapiens","NCBI:txid9606","blood","UBERON:0000178","null","null","PubMed Id","20671299","null","","E","CHEBI:89826","HMDB","null","DG(22:2(13Z,16Z)/16:0/0:0)","null","null","LOADER",2,"","","","","","",""
"13252","UBTDOTATRXDQMG-LBRZTRGYSA-N",65533,289,"Brucea sumatrana","IPNI:813620-1","null","null","null","null","Article","DUOC HOC, 1979,4,15","null","","C","CHEBI:65533","MolConn","null","3,15-di-O-propionylbruceolide","A quassinoid that is the 3,15-di-O-propionyl derivative of bruceolide. It has been isolated from  Brucea javanica and Brucea sumatrana.","2015-05-27","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Quassinoids","Aliphatic heteropolycyclic compounds","C30 isoprenoids (triterpenes) (PR0106), Prenol Lipids (PR)"
"13253","UBTDOTATRXDQMG-LBRZTRGYSA-N",65533,290,"Brucea javanica","NCBI:txid210348","fruit","BTO:0000486","null","null","DOI","10.1016/S1383-5769(99)00023-9","null","","C","CHEBI:65533","MolConn","null","3,15-di-O-propionylbruceolide","A quassinoid that is the 3,15-di-O-propionyl derivative of bruceolide. It has been isolated from  Brucea javanica and Brucea sumatrana.","2015-05-27","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Quassinoids","Aliphatic heteropolycyclic compounds","C30 isoprenoids (triterpenes) (PR0106), Prenol Lipids (PR)"
"13254","UBTOEGCOMHAXGV-VECAIYLJSA-M",5399,8565,"Peritoma arborea","NCBI:txid171228","null","null","null","null","PubMed Id","24307123","null","","C","CHEBI:5399","KEGG COMPOUND","null","glucocapparin(1-)","An alkylglucosinolate that is the conjugate base of glucocapparin.","2016-03-11","CHEBI",3,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Alkylglucosinolates","Aliphatic heteromonocyclic compounds",""
"13255","UBTOEGCOMHAXGV-VECAIYLJSA-N",79328,8285,"Peritoma arborea","NCBI:txid171228","null","null","null","null","PubMed Id","24307123","null","","C","CHEBI:79328","ChEBI","null","glucocapparin","An alkylglucosinolic acid that consists of 1-thio-beta-D-glucopyranose attached to a N-(sulfooxy)ethanimidoyl group at the anomeric sulfur.","2016-03-11","namrata",3,"","","","","","",""
"13256","UBVNVODYHAMTDT-IRAKIBEVSA-N",88807,11635,"Homo sapiens","NCBI:txid9606","blood","UBERON:0000178","null","null","PubMed Id","20671299","null","","E","CHEBI:88807","HMDB","null","DG(14:0/18:3(9Z,12Z,15Z)/0:0)","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives","Aliphatic acyclic compounds","Diacylglycerols (GL0201), Fatty esters (FA07), Dicarboxylic acids (FA0117), Fatty Acyls (FA), Glycerolipids (GL), Diradylglycerols (GL02)"
"13257","UBVTXRWIGGYYPO-KSSFIOAISA-N",68164,3367,"Machilus robusta","NCBI:txid460780","bark","BTO:0001301","null","null","PubMed Id","21627109","95%aqueous EtOH extract of air-dried bark","","C","CHEBI:68164","MolConn","null","(+)-(8S,8'R)-9'-acetoxy-4,4'-dihydroxy-3,3',5'-trimethoxylignan","A  lignan that is 2,3-dimethylbutyl acetate substituted by a 4-hydroxy-3-methoxyphenyl group at position 4 and a 4-hydroxy-3,5-dimethoxyphenyl group at position 1. It has been isolated from the bark of Machilus robusta.","2015-03-20","LOADER",3,"Organic compounds","Lignans, neolignans and related compounds","Dibenzylbutane lignans","","Dibenzylbutane lignans","Aromatic homomonocyclic compounds",""
"13258","UBWMSSICUOCSHT-BJHCZKLTSA-N",66022,1019,"Sarcococca hookeriana","NCBI:txid153579","whole plant","BTO:0001461","null","null","PubMed Id","18681480","null","","C","CHEBI:66022","MolConn","null","hookerianamide J","A steroid alkaloid that is 5alpha-preg-16-ene substituted by a hydroxy group at position 4, a N,N-dimethylamino group at position 20 and a N-senecoylamino group at position 3 (the 3beta,4beta,20S stereoisomer). Isolated from Sarcococca hookeriana, it exhibits antileishmanial and antibacterial activities.","2018-03-07","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","Hydroxysteroids","Aliphatic homopolycyclic compounds","Sterol Lipids (ST), C19 steroids (androgens) and derivatives (ST0202), N-acyl amines (FA0802), Fatty Acyls (FA), Fatty amides (FA08)"
"13259","UBWXCUKKZPNFTJ-VVVHOGNVSA-N",70204,5756,"Petrorhagia velutina","NCBI:txid308175","root","BTO:0001188","null","null","PubMed Id","21080643","Methanolic extract of dried leaf and root","","C","CHEBI:70204","MolConn","null","2''-O-rhamnosylscoparin","A flavone C-glycoside that is 5,7,4'-trihydroxy-3'-methoxyflavone substituted by a 2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl residue at position 8. It has been isolated from the leaves and roots of Petrorhagia velutina.","2014-10-14","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid 8-C-glycosides","Aromatic heteropolycyclic compounds","Flavones and Flavonols (PK1211), Benzopyranoids (PK1311)"
"13260","UBWXCUKKZPNFTJ-VVVHOGNVSA-N",70204,5755,"Petrorhagia velutina","NCBI:txid308175","leaf","BTO:0000713","null","null","PubMed Id","21080643","Methanolic extract of dried leaf and root","","C","CHEBI:70204","MolConn","null","2''-O-rhamnosylscoparin","A flavone C-glycoside that is 5,7,4'-trihydroxy-3'-methoxyflavone substituted by a 2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl residue at position 8. It has been isolated from the leaves and roots of Petrorhagia velutina.","2014-10-14","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid 8-C-glycosides","Aromatic heteropolycyclic compounds","Flavones and Flavonols (PK1211), Benzopyranoids (PK1311)"
"13261","UBXDWYFLYYJQFR-UHFFFAOYSA-N",88738,11380,"Homo sapiens","NCBI:txid9606","blood","UBERON:0000178","null","null","PubMed Id","19812218","null","","E","CHEBI:88738","HMDB","null","4-O-Methylgallic acid","null","null","LOADER",2,"","","","","","",""
"13262","UBXDWYFLYYJQFR-UHFFFAOYSA-N",88738,11381,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","16870009","null","","E","CHEBI:88738","HMDB","null","4-O-Methylgallic acid","null","null","LOADER",2,"","","","","","",""
"13263","UBXDWYFLYYJQFR-UHFFFAOYSA-N",88738,11379,"Homo sapiens","NCBI:txid9606","faeces","UBERON:0001988","null","null","PubMed Id","24010549","null","","E","CHEBI:88738","HMDB","null","4-O-Methylgallic acid","null","null","LOADER",2,"","","","","","",""
"13264","UBYOEDLUKKPPPN-UHFFFAOYSA-N",68227,3462,"Aspergillus sydowii","NCBI:txid75750","null","null","PSU F154","null","PubMed Id","21718031","Ethyl acetate extract of culture broth, fungus isolated from a sea fan, Annella sp.","","C","CHEBI:68227","MolConn","null","sydowinin A","A member of the class of xanthones that is methyl 9-oxo-9H-xanthene-1-carboxylate substituted by a hydroxy group at position 8 and a hydroxymethyl group at position 6. It has been isolated from the sea fan derived fungus Aspergillus sydowii.","2014-01-13","LOADER",3,"Organic compounds","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans","Xanthones","Aromatic heteropolycyclic compounds","Dibenzofurans, griseofulvins, dibenzopyrans and xanthones (PK1306), Benzopyranoids (PK1311)"
"13265","UCASVLUQIKPWRX-INIZCTEOSA-N",70220,5778,"Stellaria dichotoma var. lanceolata","IPNI:50920984-1","root","BTO:0001188","null","null","PubMed Id","21090796","Methanolic extract of air-dried, powdered roots","","E","CHEBI:70220","MolConn","null","Dichotomide XII, (rel)-","null","2014-09-22","LOADER",2,"","","","","","",""
"13266","UCFUYIHIAGCQOA-JINOUWTBSA-N",84848,9055,"Mus musculus","NCBI:txid10090","null","null","null","null","MetaboLights","MTBLS143","null","","C","CHEBI:84848","ChEBI","null","1,2-di-(6Z,9Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine","A 1,2-diacyl-sn-glycero-3-phosphoethanolamine in which the acyl substituent both at positions 1 and 2 is specified as (6Z,9Z)-octadecadienoyl respectively.","2015-02-17","namrata",3,"","","","","","",""
"13267","UCHGPGXURWMCBZ-RRMDADRESA-N",70591,6263,"Holostylis reniformis","NCBI:txid304172","null","null","null","null","PubMed Id","20961092","null","","E","CHEBI:70591","MolConn","null","(-)-8'-epi-aristoligone","null","2014-09-22","LOADER",2,"Organic compounds","Lignans, neolignans and related compounds","Aryltetralin lignans","","Aryltetralin lignans","Aromatic homopolycyclic compounds",""
"13268","UCHYSPNEUSDFQR-UHFFFAOYSA-N",66263,1350,"Glycyrrhiza uralensis","NCBI:txid74613","root","BTO:0001188","null","null","PubMed Id","16441081","null","","C","CHEBI:66263","MolConn","null","5,7,4'-trihydroxy-6,8-diprenylisoflavone","A member of the class of  7-hydroxyisoflavones that is genistein substituted by prenyl groups at positions 6 and 8. It has been isolated from Derris scandens and Glycyrrhiza uralensis.","2014-01-16","LOADER",3,"","","","","","",""
"13269","UCHYSPNEUSDFQR-UHFFFAOYSA-N",66263,1349,"Derris scandens","IPNI:78024-2","stem","BTO:0001300","null","null","DOI","10.1016/S0031-9422(99)00103-X","null","","C","CHEBI:66263","MolConn","null","5,7,4'-trihydroxy-6,8-diprenylisoflavone","A member of the class of  7-hydroxyisoflavones that is genistein substituted by prenyl groups at positions 6 and 8. It has been isolated from Derris scandens and Glycyrrhiza uralensis.","2014-01-16","LOADER",3,"","","","","","",""
"13270","UCIMZKYTYXUXCC-YJTVKYOCSA-N",69781,5220,"Chloranthus japonicus","NCBI:txid13007","whole plant","BTO:0001461","null","null","PubMed Id","21650224","Methanolic extract of dried and powdered plant","","E","CHEBI:69781","MolConn","null","chlorajaponilide E, (rel)-","null","2014-09-22","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","Aliphatic heteropolycyclic compounds","Steryl esters (ST0102), Fatty esters (FA07), C30 isoprenoids (triterpenes) (PR0106), Sterol Lipids (ST), Fatty Acyls (FA), Prenol Lipids (PR)"
"13271","UCIRBQYYKCLWFF-SEKYPHQKSA-N",66799,2187,"Actinidia arguta","NCBI:txid64478","root","BTO:0001188","null","null","PubMed Id","19336935","5:3 diastereomeric mixture","","E","CHEBI:66799","MolConn","null","6-(2-Pyrrolidinone-5-yl)-(-)-epicatechin","null","2014-09-22","LOADER",2,"Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavans","Catechins","Aromatic heteropolycyclic compounds","Flavans, Flavanols and Leucoanthocyanidins (PK1202), Benzopyranoids (PK1311)"
"13272","UCJCVNFPNDGXHS-UHFFFAOYSA-N",65609,401,"Pseudoceratina","NCBI:txid283601","null","null","null","null","PubMed Id","14627391","null","","C","CHEBI:65609","MolConn","null","ceratamine B","An organic heterobicyclic compound, which is imidazo[4,5-d]azepin-5(6H)-one substituted by a 3,5-dibromo-4-methoxybenzyl group at position 4 and a methylamino group at position 2. It is an antimitotic alkaloid isolated from the marine sponge Pseudoceratina.","2012-09-03","LOADER",3,"","","","","","",""
"13273","UCMIRNVEIXFBKS-UHFFFAOYSA-N",16958,16760,"Saccharomyces cerevisiae","NCBI:txid4932","null","null","null","null","PubMed Id","24678285","Source: yeast.sf.net","","C","CHEBI:16958","ChEBI","null","beta-alanine","A naturally-occurring beta-amino acid comprising propionic acid with the amino group in the 3-position.","2017-10-12","CHEBI",3,"Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives","Aliphatic acyclic compounds",""
"13274","UCMIRNVEIXFBKS-UHFFFAOYSA-N",16958,7061,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:16958","ChEBI","null","beta-alanine","A naturally-occurring beta-amino acid comprising propionic acid with the amino group in the 3-position.","2017-10-12","CHEBI",3,"Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives","Aliphatic acyclic compounds",""
"13275","UCMIRNVEIXFBKS-UHFFFAOYSA-N",16958,18785,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:16958","ChEBI","null","beta-alanine","A naturally-occurring beta-amino acid comprising propionic acid with the amino group in the 3-position.","2017-10-12","CHEBI",3,"Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives","Aliphatic acyclic compounds",""
"13276","UCMIRNVEIXFBKS-UHFFFAOYSA-N",16958,17445,"Escherichia coli","NCBI:txid562","null","null","null","null","PubMed Id","21988831","null","","C","CHEBI:16958","ChEBI","null","beta-alanine","A naturally-occurring beta-amino acid comprising propionic acid with the amino group in the 3-position.","2017-10-12","CHEBI",3,"Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives","Aliphatic acyclic compounds",""
"13277","UCQFCFPECQILOL-UHFFFAOYSA-N",27708,17856,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:27708","ChEBI","null","diethyl hydrogen phosphate","A  dialkyl phosphate having ethyl as the alkyl group.","2016-01-27","CHEBI",3,"Organic compounds","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Dialkyl phosphates","Aliphatic acyclic compounds",""
"13278","UCQHFDKBUHCAFR-ILXRZTDVSA-N",63710,3324,"Zea mays","NCBI:txid4577","leaf","BTO:0000713","null","null","PubMed Id","21574561","Volatile compound collected from husks of B73 inbred line","","C","CHEBI:63710","SUBMITTER","null","7-epi-sesquithujene","A sesquiterpene that consists of (1S,5R)-2-methylbicyclo[3.1.0]hex-2-ene having a (2R)-6-methylhept-5-en-2-yl group attached at position 5.","2012-09-10","kristian",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","Aliphatic homopolycyclic compounds","C15 isoprenoids (sesquiterpenes) (PR0103), Prenol Lipids (PR)"
"13279","UCQHFDKBUHCAFR-ILXRZTDVSA-N",63710,3323,"Ocimum basilicum","NCBI:txid39350","null","null","null","null","PubMed Id","21574561","compound isolated in ZIS(alpha-zingeberene synthase) gene overexpressed in transgenic tomato","","C","CHEBI:63710","SUBMITTER","null","7-epi-sesquithujene","A sesquiterpene that consists of (1S,5R)-2-methylbicyclo[3.1.0]hex-2-ene having a (2R)-6-methylhept-5-en-2-yl group attached at position 5.","2012-09-10","kristian",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","Aliphatic homopolycyclic compounds","C15 isoprenoids (sesquiterpenes) (PR0103), Prenol Lipids (PR)"
"13280","UCQHFDKBUHCAFR-ILXRZTDVSA-N",63710,3322,"Fraxinus americana","NCBI:txid38872","null","null","null","null","PubMed Id","21574561","Dichloromethane  extract of volatile compound collected from freshly cut white ash","","C","CHEBI:63710","SUBMITTER","null","7-epi-sesquithujene","A sesquiterpene that consists of (1S,5R)-2-methylbicyclo[3.1.0]hex-2-ene having a (2R)-6-methylhept-5-en-2-yl group attached at position 5.","2012-09-10","kristian",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","Aliphatic homopolycyclic compounds","C15 isoprenoids (sesquiterpenes) (PR0103), Prenol Lipids (PR)"
"13281","UCQHFDKBUHCAFR-ILXRZTDVSA-N",63710,3320,"Phoebe porosa","IPNI:193807-2","null","null","null","null","PubMed Id","21574561","compound isolated from phoebe oil, an essential oil of Phoebe porosa","","C","CHEBI:63710","SUBMITTER","null","7-epi-sesquithujene","A sesquiterpene that consists of (1S,5R)-2-methylbicyclo[3.1.0]hex-2-ene having a (2R)-6-methylhept-5-en-2-yl group attached at position 5.","2012-09-10","kristian",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","Aliphatic homopolycyclic compounds","C15 isoprenoids (sesquiterpenes) (PR0103), Prenol Lipids (PR)"
"13282","UCQHFDKBUHCAFR-ILXRZTDVSA-N",63710,3321,"Zea mays","NCBI:txid4577","husk","BTO:0000609","null","null","PubMed Id","21574561","Volatile compound collected from husks of B73 inbred line","","C","CHEBI:63710","SUBMITTER","null","7-epi-sesquithujene","A sesquiterpene that consists of (1S,5R)-2-methylbicyclo[3.1.0]hex-2-ene having a (2R)-6-methylhept-5-en-2-yl group attached at position 5.","2012-09-10","kristian",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","Sesquiterpenoids","Aliphatic homopolycyclic compounds","C15 isoprenoids (sesquiterpenes) (PR0103), Prenol Lipids (PR)"
"13283","UCQUAMAQHHEXGD-UHFFFAOYSA-N",69446,4761,"Cordyceps sinensis","NCBI:txid72228","mycelium","BTO:0001436","null","null","PubMed Id","21848266","Ethanolic extract of dried mycelia","","E","CHEBI:69446","MolConn","null","3,4-dihydroxyacetophenone","null","2014-09-22","LOADER",2,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alkyl-phenylketones","Aromatic homomonocyclic compounds",""
"13284","UCRMFRXIRGKEPT-NGVCODNXSA-N",67484,2517,"Lansium domesticum","NCBI:txid201017","twig","BTO:0001411","null","null","PubMed Id","21401117","95% ethanolic extract of air-dried and powdered twigs","","C","CHEBI:67484","MolConn","null","methyl lansiolate","A triterpenoid that is the methyl ester of lansiolic acid. It has been isolated from the twigs of Lansium domesticum.","2015-03-06","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids","Aliphatic homopolycyclic compounds","Menthane monoterpenoids (PR010209), Fatty esters (FA07), Bicyclic monoterpenoids (PR010212), Prenol Lipids (PR), C10 isoprenoids (monoterpenes) (PR0102), Fatty Acyls (FA)"
